time,open,high,low,close,volume,real_volume
2025-09-21,1.34632,1.35366,1.33236,1.33997,424089,0
2025-09-28,1.3385799999999999,1.35275,1.33857,1.34781,399451,0
2025-10-05,1.3431,1.349,1.32617,1.33488,454773,0
2025-10-12,1.3344,1.34717,1.32486,1.34241,467478,0
2025-10-19,1.34254,1.34433,1.32876,1.33101,343138,0
2025-10-26,1.33162,1.337,1.30971,1.31486,361452,0
2025-11-02,1.31258,1.31748,1.30102,1.3161100000000001,314900,0
2025-11-09,1.3145,1.32158,1.3084500000000001,1.3168199999999999,356676,0
2025-11-16,1.31475,1.31933,1.30381,1.31005,383005,0
2025-11-23,1.30941,1.3268499999999999,1.30808,1.32364,429952,0
2025-11-30,1.32243,1.33852,1.3179699999999999,1.3329900000000001,334167,0
2025-12-07,1.3321,1.34383,1.32871,1.3367200000000001,366873,0
2025-12-14,1.33712,1.3456000000000001,1.33117,1.33737,393469,0
2025-12-21,1.3377,1.35341,1.33716,1.34947,319560,0
2025-12-28,1.34835,1.35307,1.34016,1.3458700000000001,281556,0
2026-01-04,1.34455,1.35678,1.33925,1.3397700000000001,378410,0
2026-01-11,1.3394300000000001,1.34947,1.33627,1.33756,330845,0
2026-01-18,1.33441,1.36457,1.33404,1.36419,379973,0
2026-01-25,1.36612,1.38692,1.36429,1.36841,552833,0
2026-02-01,1.36876,1.37332,1.35086,1.3609200000000001,521986,0
2026-02-08,1.3593199999999999,1.37124,1.35862,1.36536,443928,0
2026-02-15,1.3639000000000001,1.36619,1.3434,1.34784,355937,0
2026-02-22,1.34882,1.35351,1.34699,1.34998,114857,0
